;Substructure;OccurrenceList0;OccurrenceList1;True/False Bonferonni;True/False Benj-Hoch
418;CC(C(=O)O)N1CC(N)C1=O;0,0,0,0;1,0,1,0;False;False
419;CCNC(=O)CNC(C)=O;0,0,0,0;1,0,1,0;False;False
420;CC(NC(=O)CNC=O)C(=O)O;0,0,0,0;1,0,1,0;False;False
421;CCNCCNC(C)=O;0,0,0,0;1,0,1,0;False;False
422;CC(NCCNC=O)C(=O)O;0,0,0,0;1,0,1,0;False;False
423;CC(=O)NC1C(=O)NC1S;0,0,0,0;1,1,1,0;False;False
424;CN1C(=O)C(NC=O)C1S;0,0,0,0;1,1,1,0;False;False
425;NC1C(=O)N(CC(=O)O)C1S;0,0,0,0;1,1,1,0;False;False
426;NCC(=O)NCC(N)S;0,0,0,0;1,1,0,0;False;False
427;cCC(=O)NCC(N)S;0,0,0,0;1,1,1,0;False;False
428;CNC(S)CNC(C)=O;0,0,0,0;1,1,1,0;False;False
429;O=CNCC(S)NCC(=O)O;0,0,0,0;1,1,1,0;False;False
430;NCC(=O)NC(C=O)CS;0,0,0,0;1,1,0,0;False;False
431;cCC(=O)NC(C=O)CS;0,0,0,0;1,1,1,0;False;False
432;cC(N)C(=O)NCCS;0,0,0,0;1,1,0,0;False;False
433;ccCC(=O)NCCS;0,0,0,0;1,1,1,0;False;False
434;NCC(=O)NC1CNC1=O;0,0,0,0;1,1,0,0;False;False
435;cCC(=O)NC1CNC1=O;0,0,0,0;1,1,1,0;False;False
436;CC(=O)NC1CN(C)C1=O;0,0,0,0;1,0,1,0;False;False
437;O=CNC1CN(CC(=O)O)C1=O;0,0,0,0;1,1,1,0;False;False
438;cC(N)C(=O)NCCN;0,0,0,0;1,1,0,0;False;False
439;CNCCNC(=O)CN;0,0,0,0;1,1,0,0;False;False
440;ccCC(=O)NCCN;0,0,0,0;1,1,1,0;False;False
441;cCC(=O)NCCNC;0,0,0,0;1,1,1,0;False;False
442;CC(=O)NCCNCC(=O)O;0,0,0,0;1,1,1,0;False;False
443;cC(N)C(=O)NC(C)C=O;0,0,0,0;1,1,0,0;False;False
444;ccCC(=O)NC(C)C=O;0,0,0,0;1,1,1,0;False;False
445;ccC(N)C(=O)NCC;0,0,0,0;1,1,0,0;False;False
446;cc(c)CC(=O)NCC;0,0,0,0;1,1,1,0;False;False
447;cccCC(=O)NCC;0,0,0,0;1,1,1,0;False;False
448;ccC(N)C(=O)NCC=O;0,0,0,0;1,1,0,0;False;False
449;cC(N)C(=O)NCC(N)=O;0,0,0,0;1,1,0,0;False;False
450;CNC(=O)CNC(=O)CN;0,0,0,0;1,1,0,0;False;False
451;cc(c)CC(=O)NCC=O;0,0,0,0;1,1,1,0;False;False
452;cccCC(=O)NCC=O;0,0,0,0;1,1,1,0;False;False
453;ccCC(=O)NCC(N)=O;0,0,0,0;1,1,1,0;False;False
454;cCC(=O)NCC(=O)NC;0,0,0,0;1,1,1,0;False;False
455;CC(=O)NCC(=O)NCC(=O)O;0,0,0,0;1,1,1,0;False;False
456;cc(c)C(N)C(=O)NC;0,0,0,0;1,1,0,0;False;False
457;cccC(N)C(=O)NC;0,0,0,0;1,1,0,0;False;False
458;ccc(c)CC(=O)NC;0,0,0,0;1,1,1,0;False;False
459;CNC(=O)CccccO;0,0,0,0;1,0,0,0;False;False
460;ccc(c)C(N)C(N)=O;0,0,0,0;1,1,0,0;False;False
461;NC(=O)C(N)ccccO;0,0,0,0;1,0,0,0;False;False
462;cc(cccO)CC(N)=O;0,0,0,0;1,0,0,0;False;False
463;ccc(cc)CC(N)=O;0,0,0,0;1,1,1,0;False;False
464;cc(O)cccCC(N)=O;0,0,0,0;1,0,0,0;False;False
465;cc(cccO)C(N)C=O;0,0,0,0;1,0,0,0;False;False
466;ccc(cc)C(N)C=O;0,0,0,0;1,1,0,0;False;False
467;cc(O)cccC(N)C=O;0,0,0,0;1,0,0,0;False;False
468;O=CCc1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
469;NCc1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
470;CC1(C)CNC(CN)S1;0,0,0,0;1,0,1,0;False;False
471;CC1(C)CN2C(=O)CC2S1;0,0,0,0;1,0,1,0;False;False
472;CC1NC(C(=O)O)C(C)(C)S1;0,0,0,0;1,0,1,0;False;False
473;CC(C)(C)SCC(N)C=O;0,0,0,0;1,0,1,0;False;False
474;CC(C)(C)SCCNC=O;0,0,0,0;1,0,1,0;False;False
475;CC(C)(CC(=O)O)SCCN;0,0,0,0;1,0,1,0;False;False
476;CC(C)(CC(=O)O)SCCC=O;0,0,0,0;1,0,1,0;False;False
477;CC1(C)SCN(C=O)C1C(=O)O;0,0,0,0;1,0,1,0;False;False
478;CC(C)(S)CNC(=O)CN;0,0,0,0;1,0,1,0;False;False
479;CC(=O)NC(C(=O)O)C(C)(C)S;0,0,0,0;1,0,1,0;False;False
480;CC(C)SC1NC(=O)C1N;0,0,0,0;1,0,1,0;False;False
481;CC(C)SC(N)CNC=O;0,0,0,0;1,0,1,0;False;False
482;CC(C)SCC(C=O)NC=O;0,0,0,0;1,0,1,0;False;False
483;CC(=O)NCCSC(C)C;0,0,0,0;1,0,1,0;False;False
484;CC(C)CN1CC(N)C1=O;0,0,0,0;1,0,1,0;False;False
485;CC(C)C(C(=O)O)N1CCC1=O;0,0,0,0;1,0,1,0;False;False
486;CC(C)CNC(=O)CNC=O;0,0,0,0;1,0,1,0;False;False
487;CC(C)C(NC(=O)CN)C(=O)O;0,0,0,0;1,0,1,0;False;False
488;CC(C)CNCCNC=O;0,0,0,0;1,0,1,0;False;False
489;CC(C)C(NCCN)C(=O)O;0,0,0,0;1,0,1,0;False;False
490;CC1CN2C(=O)C(N)C2S1;0,0,0,0;1,0,1,0;False;False
491;CC1CNC(CNC=O)S1;0,0,0,0;1,0,1,0;False;False
492;CC1SC(CN)NC1C(=O)O;0,0,0,0;1,0,1,0;False;False
493;CC1SC2CC(=O)N2C1C(=O)O;0,0,0,0;1,0,1,0;False;False
494;CC(CC(=O)O)SCC(N)C=O;0,0,0,0;1,0,1,0;False;False
495;CC(CC(=O)O)SCCNC=O;0,0,0,0;1,0,1,0;False;False
496;CC(S)CNC(=O)CNC=O;0,0,0,0;1,0,1,0;False;False
497;CC(S)C(NC(=O)CN)C(=O)O;0,0,0,0;1,0,1,0;False;False
498;CCSC1NC(=O)C1NC=O;0,0,0,0;1,1,1,0;False;False
499;CCSC(N)CNC(C)=O;0,0,0,0;1,1,1,0;False;False
500;CCSCC(C=O)NC(C)=O;0,0,0,0;1,1,1,0;False;False
501;CCSCCNC(=O)CN;0,0,0,0;1,1,0,0;False;False
502;cCC(=O)NCCSCC;0,0,0,0;1,0,1,0;False;False
503;CCCN1CC(NC=O)C1=O;0,0,0,0;1,0,1,0;False;False
504;CCC(C(=O)O)N1CC(N)C1=O;0,0,0,0;1,0,1,0;False;False
505;CCCNC(=O)CNC(C)=O;0,0,0,0;1,0,1,0;False;False
506;CCC(NC(=O)CNC=O)C(=O)O;0,0,0,0;1,0,1,0;False;False
507;CCCNCCNC(C)=O;0,0,0,0;1,0,1,0;False;False
508;CCC(NCCNC=O)C(=O)O;0,0,0,0;1,0,1,0;False;False
509;O=CNC1C(=O)N2CCSC12;0,0,0,0;1,0,1,0;False;False
510;NC1C(=O)N2C(C(=O)O)CSC12;0,0,0,0;1,0,1,0;False;False
511;CC(=O)NCC1NCCS1;0,0,0,0;1,0,1,0;False;False
512;O=CNCC1NC(C(=O)O)CS1;0,0,0,0;1,0,1,0;False;False
513;O=CNC(C=O)CSCCC(=O)O;0,0,0,0;1,0,1,0;False;False
514;CC(=O)NCCSCCC(=O)O;0,0,0,0;1,0,1,0;False;False
515;CC(=O)NCC(=O)NCCS;0,0,0,0;1,0,1,0;False;False
516;O=CNCC(=O)NC(CS)C(=O)O;0,0,0,0;1,0,1,0;False;False
517;CSC1NC(=O)C1NC(C)=O;0,0,0,0;1,1,1,0;False;False
518;CSC(N)CNC(=O)CN;0,0,0,0;1,1,0,0;False;False
519;cCC(=O)NCC(N)SC;0,0,0,0;1,1,1,0;False;False
520;CSCC(C=O)NC(=O)CN;0,0,0,0;1,1,0,0;False;False
521;cCC(=O)NC(C=O)CSC;0,0,0,0;1,1,1,0;False;False
522;cC(N)C(=O)NCCSC;0,0,0,0;1,1,0,0;False;False
523;ccCC(=O)NCCSC;0,0,0,0;1,1,1,0;False;False
524;CCN1CC(NC(C)=O)C1=O;0,0,0,0;1,0,1,0;False;False
525;CC(C(=O)O)N1CC(NC=O)C1=O;0,0,0,0;1,0,1,0;False;False
526;CCNC(=O)CNC(=O)CN;0,0,0,0;1,0,0,0;False;False
527;cCC(=O)NCC(=O)NCC;0,0,0,0;1,0,1,0;False;False
528;CC(=O)NCC(=O)NC(C)C(=O)O;0,0,0,0;1,0,1,0;False;False
529;CCNCCNC(=O)CN;0,0,0,0;1,0,0,0;False;False
530;cCC(=O)NCCNCC;0,0,0,0;1,0,1,0;False;False
531;CC(=O)NCCNC(C)C(=O)O;0,0,0,0;1,0,1,0;False;False
532;NCC(=O)NC1C(=O)NC1S;0,0,0,0;1,1,0,0;False;False
533;cCC(=O)NC1C(=O)NC1S;0,0,0,0;1,1,1,0;False;False
534;CC(=O)NC1C(=O)N(C)C1S;0,0,0,0;1,0,1,0;False;False
535;O=CNC1C(=O)N(CC(=O)O)C1S;0,0,0,0;1,1,1,0;False;False
536;cC(N)C(=O)NCC(N)S;0,0,0,0;1,1,0,0;False;False
537;CNC(S)CNC(=O)CN;0,0,0,0;1,1,0,0;False;False
538;ccCC(=O)NCC(N)S;0,0,0,0;1,1,1,0;False;False
539;cCC(=O)NCC(S)NC;0,0,0,0;1,1,1,0;False;False
540;CC(=O)NCC(S)NCC(=O)O;0,0,0,0;1,1,1,0;False;False
541;cC(N)C(=O)NC(C=O)CS;0,0,0,0;1,1,0,0;False;False
542;ccCC(=O)NC(C=O)CS;0,0,0,0;1,1,1,0;False;False
543;ccC(N)C(=O)NCCS;0,0,0,0;1,1,0,0;False;False
544;cc(c)CC(=O)NCCS;0,0,0,0;1,1,1,0;False;False
545;cccCC(=O)NCCS;0,0,0,0;1,1,1,0;False;False
546;cC(N)C(=O)NC1CNC1=O;0,0,0,0;1,1,0,0;False;False
547;CN1CC(NC(=O)CN)C1=O;0,0,0,0;1,1,0,0;False;False
548;ccCC(=O)NC1CNC1=O;0,0,0,0;1,1,1,0;False;False
549;cCC(=O)NC1CN(C)C1=O;0,0,0,0;1,1,1,0;False;False
550;CC(=O)NC1CN(CC(=O)O)C1=O;0,0,0,0;1,1,1,0;False;False
551;ccC(N)C(=O)NCCN;0,0,0,0;1,1,0,0;False;False
552;cC(N)C(=O)NCCNC;0,0,0,0;1,0,0,0;False;False
553;NCC(=O)NCCNCC(=O)O;0,0,0,0;1,1,0,0;False;False
554;cc(c)CC(=O)NCCN;0,0,0,0;1,1,1,0;False;False
555;cccCC(=O)NCCN;0,0,0,0;1,1,1,0;False;False
556;ccCC(=O)NCCNC;0,0,0,0;1,0,1,0;False;False
557;cCC(=O)NCCNCC(=O)O;0,0,0,0;1,1,1,0;False;False
558;ccC(N)C(=O)NC(C)C=O;0,0,0,0;1,1,0,0;False;False
559;cc(c)CC(=O)NC(C)C=O;0,0,0,0;1,1,1,0;False;False
560;cccCC(=O)NC(C)C=O;0,0,0,0;1,1,1,0;False;False
561;cc(c)C(N)C(=O)NCC;0,0,0,0;1,1,0,0;False;False
562;cccC(N)C(=O)NCC;0,0,0,0;1,1,0,0;False;False
563;ccc(c)CC(=O)NCC;0,0,0,0;1,1,1,0;False;False
564;CCNC(=O)CccccO;0,0,0,0;1,0,0,0;False;False
565;cc(c)C(N)C(=O)NCC=O;0,0,0,0;1,1,0,0;False;False
566;cccC(N)C(=O)NCC=O;0,0,0,0;1,1,0,0;False;False
567;ccC(N)C(=O)NCC(N)=O;0,0,0,0;1,1,0,0;False;False
568;cC(N)C(=O)NCC(=O)NC;0,0,0,0;1,0,0,0;False;False
569;NCC(=O)NCC(=O)NCC(=O)O;0,0,0,0;1,1,0,0;False;False
570;ccc(c)CC(=O)NCC=O;0,0,0,0;1,1,1,0;False;False
571;cc(c)CC(=O)NCC(N)=O;0,0,0,0;1,1,1,0;False;False
572;O=CCNC(=O)CccccO;0,0,0,0;1,0,0,0;False;False
573;cccCC(=O)NCC(N)=O;0,0,0,0;1,1,1,0;False;False
574;ccCC(=O)NCC(=O)NC;0,0,0,0;1,0,1,0;False;False
575;cCC(=O)NCC(=O)NCC(=O)O;0,0,0,0;1,1,1,0;False;False
576;ccc(c)C(N)C(=O)NC;0,0,0,0;1,1,0,0;False;False
577;CNC(=O)C(N)ccccO;0,0,0,0;1,0,0,0;False;False
578;cc(cccO)CC(=O)NC;0,0,0,0;1,0,0,0;False;False
579;ccc(cc)CC(=O)NC;0,0,0,0;1,1,1,0;False;False
580;cc(O)cccCC(=O)NC;0,0,0,0;1,0,0,0;False;False
581;cc(cccO)C(N)C(N)=O;0,0,0,0;1,0,0,0;False;False
582;ccc(cc)C(N)C(N)=O;0,0,0,0;1,1,0,0;False;False
583;cc(O)cccC(N)C(N)=O;0,0,0,0;1,0,0,0;False;False
584;NC(=O)Cc1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
585;NC(C=O)c1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
586;CC1(C)CN2C(=O)C(N)C2S1;0,0,0,0;1,0,1,0;False;False
587;CC1(C)CNC(CNC=O)S1;0,0,0,0;1,0,1,0;False;False
588;CC1(C)SC(CN)NC1C(=O)O;0,0,0,0;1,0,1,0;False;False
589;CC1(C)SC2CC(=O)N2C1C(=O)O;0,0,0,0;1,0,1,0;False;False
590;CC(C)(C)SCC(C=O)NC=O;0,0,0,0;1,0,1,0;False;False
591;CC(C)(CC(=O)O)SCC(N)C=O;0,0,0,0;1,0,1,0;False;False
592;CC(=O)NCCSC(C)(C)C;0,0,0,0;1,0,1,0;False;False
593;CC(C)(CC(=O)O)SCCNC=O;0,0,0,0;1,0,1,0;False;False
594;CC(C)(S)CNC(=O)CNC=O;0,0,0,0;1,0,1,0;False;False
595;CC(C)(S)C(NC(=O)CN)C(=O)O;0,0,0,0;1,0,1,0;False;False
596;CC(C)SC1NC(=O)C1NC=O;0,0,0,0;1,0,1,0;False;False
597;CC(=O)NCC(N)SC(C)C;0,0,0,0;1,0,1,0;False;False
598;CC(=O)NC(C=O)CSC(C)C;0,0,0,0;1,0,1,0;False;False
599;CC(C)SCCNC(=O)CN;0,0,0,0;1,0,0,0;False;False
600;cCC(=O)NCCSC(C)C;0,0,0,0;1,0,1,0;False;False
601;CC(C)CN1CC(NC=O)C1=O;0,0,0,0;1,0,1,0;False;False
602;CC(C)C(C(=O)O)N1CC(N)C1=O;0,0,0,0;1,0,1,0;False;False
603;CC(=O)NCC(=O)NCC(C)C;0,0,0,0;1,0,1,0;False;False
604;CC(C)C(NC(=O)CNC=O)C(=O)O;0,0,0,0;1,0,1,0;False;False
605;CC(=O)NCCNCC(C)C;0,0,0,0;1,0,1,0;False;False
606;CC(C)C(NCCNC=O)C(=O)O;0,0,0,0;1,0,1,0;False;False
607;CC1CN2C(=O)C(NC=O)C2S1;0,0,0,0;1,0,1,0;False;False
608;CC1SC2C(N)C(=O)N2C1C(=O)O;0,0,0,0;1,0,1,0;False;False
609;CC(=O)NCC1NCC(C)S1;0,0,0,0;1,0,1,0;False;False
610;CC1SC(CNC=O)NC1C(=O)O;0,0,0,0;1,0,1,0;False;False
611;CC(CC(=O)O)SCC(C=O)NC=O;0,0,0,0;1,0,1,0;False;False
612;CC(=O)NCCSC(C)CC(=O)O;0,0,0,0;1,0,1,0;False;False
613;CC(=O)NCC(=O)NCC(C)S;0,0,0,0;1,0,1,0;False;False
614;CC(S)C(NC(=O)CNC=O)C(=O)O;0,0,0,0;1,0,1,0;False;False
615;CCSC1NC(=O)C1NC(C)=O;0,0,0,0;1,1,1,0;False;False
616;CCSC(N)CNC(=O)CN;0,0,0,0;1,1,0,0;False;False
617;cCC(=O)NCC(N)SCC;0,0,0,0;1,0,1,0;False;False
618;CCSCC(C=O)NC(=O)CN;0,0,0,0;1,1,0,0;False;False
619;cCC(=O)NC(C=O)CSCC;0,0,0,0;1,0,1,0;False;False
620;cC(N)C(=O)NCCSCC;0,0,0,0;1,0,0,0;False;False
621;ccCC(=O)NCCSCC;0,0,0,0;1,0,1,0;False;False
622;CCCN1CC(NC(C)=O)C1=O;0,0,0,0;1,0,1,0;False;False
623;CCC(C(=O)O)N1CC(NC=O)C1=O;0,0,0,0;1,0,1,0;False;False
624;CCCNC(=O)CNC(=O)CN;0,0,0,0;1,0,0,0;False;False
625;cCC(=O)NCC(=O)NCCC;0,0,0,0;1,0,1,0;False;False
626;CCC(NC(=O)CNC(C)=O)C(=O)O;0,0,0,0;1,0,1,0;False;False
627;CCCNCCNC(=O)CN;0,0,0,0;1,0,0,0;False;False
628;cCC(=O)NCCNCCC;0,0,0,0;1,0,1,0;False;False
629;CCC(NCCNC(C)=O)C(=O)O;0,0,0,0;1,0,1,0;False;False
630;CC(=O)NC1C(=O)N2CCSC12;0,0,0,0;1,0,1,0;False;False
631;O=CNC1C(=O)N2C(C(=O)O)CSC12;0,0,0,0;1,0,1,0;False;False
632;NCC(=O)NCC1NCCS1;0,0,0,0;1,0,0,0;False;False
633;cCC(=O)NCC1NCCS1;0,0,0,0;1,0,1,0;False;False
634;CC(=O)NCC1NC(C(=O)O)CS1;0,0,0,0;1,0,1,0;False;False
635;CC(=O)NC(C=O)CSCCC(=O)O;0,0,0,0;1,0,1,0;False;False
636;NCC(=O)NCCSCCC(=O)O;0,0,0,0;1,0,0,0;False;False
637;cCC(=O)NCCSCCC(=O)O;0,0,0,0;1,0,1,0;False;False
638;NCC(=O)NCC(=O)NCCS;0,0,0,0;1,0,0,0;False;False
639;cCC(=O)NCC(=O)NCCS;0,0,0,0;1,0,1,0;False;False
640;CC(=O)NCC(=O)NC(CS)C(=O)O;0,0,0,0;1,0,1,0;False;False
641;CSC1NC(=O)C1NC(=O)CN;0,0,0,0;1,1,0,0;False;False
642;cCC(=O)NC1C(=O)NC1SC;0,0,0,0;1,1,1,0;False;False
643;cC(N)C(=O)NCC(N)SC;0,0,0,0;1,1,0,0;False;False
644;ccCC(=O)NCC(N)SC;0,0,0,0;1,1,1,0;False;False
645;cC(N)C(=O)NC(C=O)CSC;0,0,0,0;1,1,0,0;False;False
646;ccCC(=O)NC(C=O)CSC;0,0,0,0;1,1,1,0;False;False
647;ccC(N)C(=O)NCCSC;0,0,0,0;1,1,0,0;False;False
648;cc(c)CC(=O)NCCSC;0,0,0,0;1,1,1,0;False;False
649;cccCC(=O)NCCSC;0,0,0,0;1,1,1,0;False;False
650;CCN1CC(NC(=O)CN)C1=O;0,0,0,0;1,0,0,0;False;False
651;cCC(=O)NC1CN(CC)C1=O;0,0,0,0;1,0,1,0;False;False
652;CC(=O)NC1CN(C(C)C(=O)O)C1=O;0,0,0,0;1,0,1,0;False;False
653;cC(N)C(=O)NCC(=O)NCC;0,0,0,0;1,0,0,0;False;False
654;CC(NC(=O)CNC(=O)CN)C(=O)O;0,0,0,0;1,0,0,0;False;False
655;ccCC(=O)NCC(=O)NCC;0,0,0,0;1,0,1,0;False;False
656;cCC(=O)NCC(=O)NC(C)C(=O)O;0,0,0,0;1,0,1,0;False;False
657;cC(N)C(=O)NCCNCC;0,0,0,0;1,0,0,0;False;False
658;CC(NCCNC(=O)CN)C(=O)O;0,0,0,0;1,0,0,0;False;False
659;ccCC(=O)NCCNCC;0,0,0,0;1,0,1,0;False;False
660;cCC(=O)NCCNC(C)C(=O)O;0,0,0,0;1,0,1,0;False;False
661;cC(N)C(=O)NC1C(=O)NC1S;0,0,0,0;1,1,0,0;False;False
662;CN1C(=O)C(NC(=O)CN)C1S;0,0,0,0;1,1,0,0;False;False
663;ccCC(=O)NC1C(=O)NC1S;0,0,0,0;1,1,1,0;False;False
664;cCC(=O)NC1C(=O)N(C)C1S;0,0,0,0;1,1,1,0;False;False
665;CC(=O)NC1C(=O)N(CC(=O)O)C1S;0,0,0,0;1,1,1,0;False;False
666;ccC(N)C(=O)NCC(N)S;0,0,0,0;1,1,0,0;False;False
667;cC(N)C(=O)NCC(S)NC;0,0,0,0;1,0,0,0;False;False
668;NCC(=O)NCC(S)NCC(=O)O;0,0,0,0;1,1,0,0;False;False
669;cc(c)CC(=O)NCC(N)S;0,0,0,0;1,1,1,0;False;False
670;cccCC(=O)NCC(N)S;0,0,0,0;1,1,1,0;False;False
671;ccCC(=O)NCC(S)NC;0,0,0,0;1,0,1,0;False;False
672;cCC(=O)NCC(S)NCC(=O)O;0,0,0,0;1,1,1,0;False;False
673;ccC(N)C(=O)NC(C=O)CS;0,0,0,0;1,1,0,0;False;False
674;cc(c)CC(=O)NC(C=O)CS;0,0,0,0;1,1,1,0;False;False
675;cccCC(=O)NC(C=O)CS;0,0,0,0;1,1,1,0;False;False
676;cc(c)C(N)C(=O)NCCS;0,0,0,0;1,1,0,0;False;False
677;cccC(N)C(=O)NCCS;0,0,0,0;1,1,0,0;False;False
678;ccc(c)CC(=O)NCCS;0,0,0,0;1,1,1,0;False;False
679;O=C(CccccO)NCCS;0,0,0,0;1,0,0,0;False;False
680;ccC(N)C(=O)NC1CNC1=O;0,0,0,0;1,1,0,0;False;False
681;cC(N)C(=O)NC1CN(C)C1=O;0,0,0,0;1,1,0,0;False;False
682;NCC(=O)NC1CN(CC(=O)O)C1=O;0,0,0,0;1,1,0,0;False;False
683;cc(c)CC(=O)NC1CNC1=O;0,0,0,0;1,1,1,0;False;False
684;cccCC(=O)NC1CNC1=O;0,0,0,0;1,1,1,0;False;False
685;ccCC(=O)NC1CN(C)C1=O;0,0,0,0;1,0,1,0;False;False
686;cCC(=O)NC1CN(CC(=O)O)C1=O;0,0,0,0;1,1,1,0;False;False
687;cc(c)C(N)C(=O)NCCN;0,0,0,0;1,1,0,0;False;False
688;cccC(N)C(=O)NCCN;0,0,0,0;1,1,0,0;False;False
689;ccC(N)C(=O)NCCNC;0,0,0,0;1,0,0,0;False;False
690;cC(N)C(=O)NCCNCC(=O)O;0,0,0,0;1,1,0,0;False;False
691;ccc(c)CC(=O)NCCN;0,0,0,0;1,1,1,0;False;False
692;cc(c)CC(=O)NCCNC;0,0,0,0;1,0,1,0;False;False
693;NCCNC(=O)CccccO;0,0,0,0;1,0,0,0;False;False
694;cccCC(=O)NCCNC;0,0,0,0;1,0,1,0;False;False
695;ccCC(=O)NCCNCC(=O)O;0,0,0,0;1,1,1,0;False;False
696;cc(c)C(N)C(=O)NC(C)C=O;0,0,0,0;1,1,0,0;False;False
697;cccC(N)C(=O)NC(C)C=O;0,0,0,0;1,1,0,0;False;False
698;ccc(c)CC(=O)NC(C)C=O;0,0,0,0;1,1,1,0;False;False
699;CC(C=O)NC(=O)CccccO;0,0,0,0;1,0,0,0;False;False
700;ccc(c)C(N)C(=O)NCC;0,0,0,0;1,1,0,0;False;False
701;CCNC(=O)C(N)ccccO;0,0,0,0;1,0,0,0;False;False
702;cc(cccO)CC(=O)NCC;0,0,0,0;1,0,0,0;False;False
703;ccc(cc)CC(=O)NCC;0,0,0,0;1,1,1,0;False;False
704;cc(O)cccCC(=O)NCC;0,0,0,0;1,0,0,0;False;False
705;ccc(c)C(N)C(=O)NCC=O;0,0,0,0;1,1,0,0;False;False
706;cc(c)C(N)C(=O)NCC(N)=O;0,0,0,0;1,1,0,0;False;False
707;NC(ccccO)C(=O)NCC=O;0,0,0,0;1,0,0,0;False;False
708;cccC(N)C(=O)NCC(N)=O;0,0,0,0;1,1,0,0;False;False
709;ccC(N)C(=O)NCC(=O)NC;0,0,0,0;1,0,0,0;False;False
710;cC(N)C(=O)NCC(=O)NCC(=O)O;0,0,0,0;1,1,0,0;False;False
711;cc(cccO)CC(=O)NCC=O;0,0,0,0;1,0,0,0;False;False
712;ccc(cc)CC(=O)NCC=O;0,0,0,0;1,1,1,0;False;False
713;ccc(c)CC(=O)NCC(N)=O;0,0,0,0;1,1,1,0;False;False
714;cc(c)CC(=O)NCC(=O)NC;0,0,0,0;1,0,1,0;False;False
715;cc(O)cccCC(=O)NCC=O;0,0,0,0;1,0,0,0;False;False
716;NC(=O)CNC(=O)CccccO;0,0,0,0;1,0,0,0;False;False
717;cccCC(=O)NCC(=O)NC;0,0,0,0;1,0,1,0;False;False
718;ccCC(=O)NCC(=O)NCC(=O)O;0,0,0,0;1,1,1,0;False;False
719;cc(cccO)C(N)C(=O)NC;0,0,0,0;1,0,0,0;False;False
720;ccc(cc)C(N)C(=O)NC;0,0,0,0;1,1,0,0;False;False
721;cc(O)cccC(N)C(=O)NC;0,0,0,0;1,0,0,0;False;False
722;CNC(=O)Cc1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
723;NC(=O)C(N)c1ccc(O)cc1;0,0,0,0;1,0,0,0;False;False
724;CC1(C)CN2C(=O)C(NC=O)C2S1;0,0,0,0;1,0,1,0;False;False
725;CC1(C)SC2C(N)C(=O)N2C1C(=O)O;0,0,0,0;1,0,1,0;False;False
726;CC(=O)NCC1NCC(C)(C)S1;0,0,0,0;1,0,1,0;False;False
727;CC1(C)SC(CNC=O)NC1C(=O)O;0,0,0,0;1,0,1,0;False;False
728;CC(=O)NC(C=O)CSC(C)(C)C;0,0,0,0;1,0,1,0;False;False
729;CC(C)(CC(=O)O)SCC(C=O)NC=O;0,0,0,0;1,0,1,0;False;False
730;CC(C)(C)SCCNC(=O)CN;0,0,0,0;1,0,0,0;False;False
731;cCC(=O)NCCSC(C)(C)C;0,0,0,0;1,0,1,0;False;False
732;CC(=O)NCCSC(C)(C)CC(=O)O;0,0,0,0;1,0,1,0;False;False
733;CC(=O)NCC(=O)NCC(C)(C)S;0,0,0,0;1,0,1,0;False;False
734;CC(C)(S)C(NC(=O)CNC=O)C(=O)O;0,0,0,0;1,0,1,0;False;False
735;CC(=O)NC1C(=O)NC1SC(C)C;0,0,0,0;1,0,1,0;False;False
736;CC(C)SC(N)CNC(=O)CN;0,0,0,0;1,0,0,0;False;False
737;cCC(=O)NCC(N)SC(C)C;0,0,0,0;1,0,1,0;False;False
738;CC(C)SCC(C=O)NC(=O)CN;0,0,0,0;1,0,0,0;False;False
739;cCC(=O)NC(C=O)CSC(C)C;0,0,0,0;1,0,1,0;False;False
740;cC(N)C(=O)NCCSC(C)C;0,0,0,0;1,0,0,0;False;False
741;ccCC(=O)NCCSC(C)C;0,0,0,0;1,0,1,0;False;False
742;CC(=O)NC1CN(CC(C)C)C1=O;0,0,0,0;1,0,1,0;False;False
743;CC(C)C(C(=O)O)N1CC(NC=O)C1=O;0,0,0,0;1,0,1,0;False;False
744;CC(C)CNC(=O)CNC(=O)CN;0,0,0,0;1,0,0,0;False;False
745;cCC(=O)NCC(=O)NCC(C)C;0,0,0,0;1,0,1,0;False;False
746;CC(=O)NCC(=O)NC(C(=O)O)C(C)C;0,0,0,0;1,0,1,0;False;False
747;CC(C)CNCCNC(=O)CN;0,0,0,0;1,0,0,0;False;False
748;cCC(=O)NCCNCC(C)C;0,0,0,0;1,0,1,0;False;False
749;CC(=O)NCCNC(C(=O)O)C(C)C;0,0,0,0;1,0,1,0;False;False
750;CC(=O)NC1C(=O)N2CC(C)SC12;0,0,0,0;1,0,1,0;False;False
751;CC1SC2C(NC=O)C(=O)N2C1C(=O)O;0,0,0,0;1,0,1,0;False;False
752;CC1CNC(CNC(=O)CN)S1;0,0,0,0;1,0,0,0;False;False
753;cCC(=O)NCC1NCC(C)S1;0,0,0,0;1,0,1,0;False;False
754;CC(=O)NCC1NC(C(=O)O)C(C)S1;0,0,0,0;1,0,1,0;False;False
